board_state,score
0011-1-110-1,1
010-1-10011,-1
011-100101,1
-111-10001-1,1
010-111100,0
-1-11-1100-1-1,0
0-1101-1-101,1
-1-1-1-11-10-1-1,0
1-11-10001-1,1
100-111-100,-1
-11-1100001,0
10-110-1010,0
0-1-1-1-1110-1,1
-1-1-1-10-1-1-11,0
0-110-11100,-1
-10-11-1001-1,0
1001-1-101-1,1
01-11-1-1-100,1
10-10101-10,-1
1-1101-10-10,1
-10101-1001,-1
0-11-1-101-10,-1
0-101-11100,-1
0-110011-1-1,1
10-1100-110,-1
100-1-11-10-1,-1
-1011100-1-1,0
0-1-11-10-101,0
1-100-1-1110,1
01011-1-10-1,0
00-101-1-11-1,1
0-1-1-1-111-10,1
1-10-1-10011,1
-11-1-1-10-101,0
-1-10-1-11-101,1
110001-10-1,0
-110-1-11100,0
1010-1-1-1-10,0
11-1-10-10-10,-1
01-101-1-1-1-1,1
0-11-1-1-1100,-1
1-100011-10,0
1-110-1-1100,-1
-1-1010-1101,1
-11-11000-1-1,0
010-1-110-11,1
-1-10-111010,-1
1-1-11-10010,1
011-10001-1,1
010100-11-1,1
00-1-1-111-10,1
-111-1-100-1-1,1
00-100111-1,-1
0-101-1-11-1-1,1
-1-1-10-10110,1
-1010-1-1-101,-1
-1-11010-101,-1
00100-111-1,-1
-1-1-10-110-1-1,0
010-100-111,-1
0110-101-10,-1
0-1-101-1-101,0
-1-1-1-100-111,1
-1-10-11001-1,-1
-10-1-10-1-1-11,0
0100101-1-1,-1
01100-1-11-1,1
-1-1-10-11-10-1,0
1-11-11000-1,1
-101011010,1
-101-11-1-10-1,-1
-1-11-1001-1-1,1
-100-1011-11,1
010-110-1-1-1,-1
01-11-1-10-1-1,1
1-1-1-1000-11,1
00-11-1-10-11,0
0011-1-10-11,0
10-10-1-1-1-1-1,0
-11-10-11-1-10,1
10-1-1-11001,1
-1101-1-1-100,1
-10-101-1110,1
-1-1001-1-1-11,1
-1-1-100-1011,1
0111100-10,1
-10-101110-1,0
-101-1001-1-1,1
10-11-1001-1,1
-111001010,1
11-1-1100-10,1
001-1-11-1-10,-1
0-1000111-1,-1
0-1-11-10-1-1-1,0
1000-1101-1,0
10-11-1-1-100,-1
-1000-111-1-1,0
-110-1-1-1100,0
1-1-101-1-100,0
00-1011-101,-1
1-10-101-110,1
-1001-110-11,1
0-1-1-1101-10,-1
10-1-11-1100,-1
1-100-11001,-1
-1-1-1-11-1010,0
-11-110-10-10,1
11-1100-1-10,1
11-1-10100-1,1
-10-111-1-100,-1
0-1-10101-1-1,-1
-10-1-110-1-11,0
0101-10-1-1-1,0
0-10010-111,-1
-10-1-11-1010,0
0-1001-11-11,1
1-11001-1-10,0
-1-110-1010-1,-1
-1-1101-10-1-1,1
-1-11-10-1100,1
0-11010-1-11,1
1-11010-1-10,-1
00101-1-110,-1
-11-1010-1-10,-1
1-1-1-100-1-1-1,0
1-1110-10-10,1
-111100-10-1,0
1-1-1-100-1-11,1
0-11-110-1-1-1,0
0-11-1-11100,1
10-1-1-101-1-1,-1
-11-10010-1-1,1
010110-1-1-1,1
10-1-11-100-1,-1
-100-111-1-1-1,1
-1-1-10-11-101,1
1-1-100-1-11-1,1
1-11-100-1-10,-1
-110-1-1-1001,0
11-1-1-10-1-10,1
-110001-1-1-1,0
01-1-110-1-1-1,0
-1-1-1011100,0
1-1-10-1-1-101,1
-1-1001-10-11,-1
-111-110-100,1
01011-10-10,-1
011-10-1001,-1
00-1101011,1
0-101100-11,0
-10-101-1101,-1
0-1011010-1,1
-1100-11-110,1
-1000-11-11-1,0
-1-1-1-1-10-1-11,0
0011-1-1010,0
0-1-1100-111,0
0-1-1-1-10101,0
11-1-10-1010,1
01-10101-10,-1
0011100-1-1,0
-1011001-1-1,1
11011000-1,1
11-1010-10-1,-1
-11-1-1-101-10,1
100101-1-1-1,1
-10-110-1-11-1,1
101-1-110-10,1
-1-110-10110,1
-111100-1-10,1
-10011-1-110,1
-1-1-1-10101-1,1
01-1-1100-11,1
0111-10010,1
-1100011-1-1,0
-11100-1100,-1
11-100-1-1-1-1,1
1-1-101-10-1-1,0
0-1010-1-111,1
-10001-1110,1
1-1-1-100101,1
01-1-1-1-11-10,1
-101-1-11-10-1,1
100-111-10-1,-1
00-1010-111,-1
10-1-1-11-10-1,1
-1-10011-110,0
010-10-1101,0
0-111-10001,0
-10-10-101-11,-1
010-10011-1,-1
-1-10-1-1-1-110,1
-11-10-1-1-10-1,0
-11010-1-101,1
11000-1-1-11,1
01-1-1-11001,1
01-1-1-1-1001,0
-10-11-1-101-1,1
-1-1110001-1,0
-1110-100-1-1,-1
1-1-1-1-1-10-10,1
-10-100-111-1,-1
01010-1-1-1-1,1
-1001-1-1-11-1,1
001-1-11100,-1
10-10-10-111,1
1-100-10-111,1
0-111100-1-1,0
100-111-1-10,0
1-1-10-11-100,0
-1-1-1-1-1-1001,-1
0-11010-110,-1
-1-1110-100-1,1
010-1-1-1-1-11,1
01-1110001,0
-10-1-1-1-11-10,0
01001-1-1-11,1
-110-1-11001,1
1-11-10-1-1-10,0
0-110-1-1-101,-1
110-1-1-10-1-1,1
0-1-101-1-110,-1
0-1-1-100-111,-1
-1-11010-10-1,-1
-1-1-1-101100,1
-1-1-1-10-11-10,0
-1-11-1-1-1010,1
1-100-1-1-101,-1
-1-1-1101-10-1,1
-1-1-11-10010,0
1-1000-11-11,1
0-11-110-10-1,-1
-1-101-1-101-1,1
-1-1001-1-101,-1
0-1111-100-1,1
-1-1-1100-101,0
0100-1-1-1-11,0
100011-110,0
-1-1-1001011,1
0-1-1-1010-11,-1
11001010-1,1
0101-10-101,0
-110-1-1-10-11,1
0-1-1-111010,1
00-1101-1-11,1
0-10-111-110,1
0-11-1-1-1-10-1,0
10-1001-110,0
-100-1-1-1-11-1,0
-1-10-1100-11,-1
11-1001010,1
010-1-11-110,1
00-1-1-1-11-11,1
-10-1101-1-10,1
-11-101-1100,0
1011010-10,1
10-1001011,1
-1-1110-1001,1
-100-11-1101,1
10-1-110010,0
-10101-10-1-1,0
01010110-1,1
-111-1-10-10-1,1
-11-11-10-1-10,1
01-10-1-1-101,0
1-10-1-1-1-110,1
110-1-1001-1,1
1-11-1000-11,1
0010-1-1-111,1
0111-10-1-10,1
10-10101-1-1,-1
0-1-1-10110-1,1
10-11-10-101,1
-110-10-1-101,0
0-100-1111-1,1
-1110-1001-1,1
1000-1-1-1-11,-1
00-1-1-11-110,1
-110-1-1100-1,1
1-1-1010-1-10,-1
-111001100,1
01-1011-10-1,1
10-1001-1-11,1
1-1-10-1-10-1-1,-1
-10-1-1-11-110,1
01-1-1-1-1-1-10,0
1001-10-101,-1
001-1-11010,1
11-1-10-1001,1
100-10-1-1-11,1
-11-11-1-10-10,1
10-1-1-1-1001,-1
11-10-10-10-1,-1
-10-1-11-11-10,1
100-110-1-1-1,-1
1-1-11-1-100-1,1
100-1-1-1-1-1-1,-1
-1-101-1-10-11,1
-1-11100-1-1-1,0
-1-11-10-1010,0
-1-110110-10,1
-1100-101-1-1,1
10100-1-1-11,1
-110-1110-10,1
1-10010-1-1-1,-1
-11-1001-110,1
-10-1110-1-10,0
0-1-11101-10,1
1-11-100100,-1
0011-1-10-1-1,-1
-1-11-1-10-1-10,-1
001-11-1-1-1-1,0
1-10-1-11-100,0
0100-1-11-1-1,-1
-1011-10-10-1,0
-1101-11-100,1
-1-1-1-110-101,0
0-11011-10-1,1
0-10-1-1-1-11-1,1
1100-110-10,1
-11-11010-10,1
-1-1-1001-1-11,0
10-1-1-1-11-10,0
-1-1-1-100011,1
1-11-1-1-100-1,1
-100-11-1-101,-1
-100-10111-1,1
10-1-1-1-1-1-10,0
0-11110-1-10,0
0-1001-1-11-1,-1
-1001-10101,-1
-10011-101-1,1
0110-11-100,1
-1-101-10-101,-1
-101-1-1-1-1-10,0
-100110-1-1-1,1
-1-1-11-1-10-10,1
0-1010-11-1-1,1
-10-11010-11,1
-1000-111-11,1
0-11-1-110-1-1,1
-10-101-11-10,-1
010-1-11-1-1-1,1
-11-1-1010-10,1
-1011-1-1-100,1
-1010-110-1-1,-1
-1-11-101100,1
00-10-111-1-1,-1
-1-1-10-1-1-1-1-1,0
010101-10-1,1
-1-1-1-101-1-1-1,1
1-1-1-110010,1
1-1-1-1-10001,-1
-101-110001,-1
1-1-1-110100,1
01-1110100,1
1010-10-11-1,1
-1-1-10110-1-1,1
1000-10-111,-1
011-1-101-10,1
1-10100-1-1-1,-1
01-101-1-101,1
0-1-1-11-10-11,1
-11100-1001,-1
11-10-10-1-10,-1
1-110100-10,-1
01-101-110-1,0
01-1101001,1
10-101-110-1,-1
001-1-11-10-1,-1
01-1-1-10-1-1-1,0
10-11-10-1-1-1,1
-110-100-1-11,1
01-11010-1-1,1
-1-1-1110-1-10,1
0-1-110-1-101,0
-11-1-1010-1-1,1
0-111-1-1-100,1
-111100010,1
01-1-110100,-1
0-11-1-10011,1
10110-1010,0
-10-1-1-11-1-10,0
10-100101-1,0
-11000-1101,0
-10-1-1-11-101,1
-1-100-1-11-11,0
-11-111000-1,1
-1-1-10-11100,0
1-10100-11-1,1
011-1-1-1100,1
-1-1-1-1-1-1010,0
0-1-101-1-1-1-1,0
101-101010,0
11-10-100-11,1
-11-10-100-11,1
-1111-1000-1,1
-10-10-1-1-11-1,0
1-1001-1100,0
1-100-10-11-1,1
-11-10-11-100,0
1-1-1-1-1-1001,1
-1-11-1000-11,0
-1010110-10,1
0-1-1-1110-10,-1
0-1-101-1101,0
1-1-1-1-100-11,1
0-1-1110-101,0
1-1-1-10-1-10-1,0
-10-10-111-1-1,0
001-1-1-1-101,-1
00-11-11-110,1
11-100-1-101,1
-111-100010,-1
0-1-110-1-1-1-1,1
-10101-1010,0
-1-1-1010-1-11,-1
-101-110-1-1-1,0
100110-10-1,-1
0-1-11100-11,0
-1-1-111-1-100,1
-1-11-10-1-1-10,0
-10-111001-1,1
00-1101-1-1-1,1
1010010-1-1,-1
10111000-1,1
0-10101-101,1
00-1-101-1-11,-1
-10-1-1-1110-1,1
-1-10-110101,0
1-1-1010010,-1
100-111100,0
11-1-1-1000-1,-1
00-10-111-11,1
01110-10-1-1,1
-1-10-11-1-1-1-1,0
-11000-1-111,1
11-1-1-10010,1
-1-1-11-10-1-1-1,0
0-1-1101001,-1
1-10-1-11100,0
-100011011,1
-101-1100-11,0
-1-11-1010-10,1
10-10-11-101,1
0011100-11,0
-111-11000-1,1
1-11-1-100-10,-1
01010-1101,0
1-10-100-1-11,1
1-10-11-1-10-1,1
0-1-10-111-1-1,0
0-1-1-1-1-1-1-1-1,0
10-1100-1-1-1,-1
1-10-1-10-101,-1
011-1-1-1010,1
011-10-1-101,0
00-10-11101,-1
-1001-11-10-1,-1
-10-11001-11,1
10-100-1-1-11,1
-100001-111,-1
0-111-10-1-10,0
10-1-101-1-10,0
010-1-1-101-1,-1
-1-1010-110-1,-1
-10-1101-110,1
10-1-1-1100-1,1
0-111-10-110,1
1010-101-1-1,1
-10100-1-1-11,-1
0-11-1-1-1-101,0
1-100-110-11,1
0100-11-1-11,1
-10-101-1011,1
10-10-1-1-101,-1
0-1-1-111-10-1,0
100-101-110,0
-1-1-10-1-1-110,0
100-11-1100,-1
1-110-10-101,1
1-1110000-1,-1
011-101-10-1,1
10-110-1-110,0
001-10-111-1,1
010100-1-11,0
0100-1-1-111,1
-11010-1-1-10,1
-11-110010-1,0
-100110-1-11,1
010-1110-10,-1
-1-111-10001,0
1-11-1-10001,-1
0-101-1-1101,1
-1-1101-1010,1
1-1-11-10-1-10,1
0-10-1-1-1110,1
10-100-1011,1
-1-1101-1-10-1,1
-11-1-1100-1-1,0
-1-1-11-110-10,1
-1-1011-1010,1
00-110-1-11-1,1
0101-11010,1
0-110-11-110,1
-100-1-11101,1
-110-1-110-1-1,1
1-1-10100-1-1,-1
0-10-1-11-101,1
-1-1001101-1,1
0-11100-11-1,1
0-111-100-11,0
-10-1-1011-10,1
-1-10-111001,-1
0011-1-1100,-1
10110001-1,0
-10-110-1-110,0
-1-1-1-1-10-110,1
00-11-11-1-1-1,1
10-1110010,1
-101-1-1010-1,-1
01-11-100-1-1,0
1-1001-101-1,-1
1-11-100-110,1
1-1-10-11001,-1
00-1-11-1101,1
-1-10-1-1-1-1-1-1,0
1000-11-110,0
-1-110-10-11-1,1
0-10-1-11101,1
-10-1-101-110,0
-10-1-1-11-1-1-1,1
01-1-1001-1-1,1
-1-100-11-101,1
-11-100-1-110,1
0-10-10-1-111,-1
101-1-1-100-1,1
11000-11-1-1,1
-11-1010-10-1,-1
1-110-10-10-1,-1
-11-11-100-1-1,1
-1-10-1-1-101-1,0
-11100-1-10-1,-1
-1-111-1000-1,0
1-1010-1-101,1
0-1-1-1001-11,-1
10-10011-10,0
-1-1-1-11100-1,1
011-1-10001,0
0-11010-11-1,1
1-1-1100010,0
1-1100-10-11,1
1-10-110-10-1,-1
0110-11-1-10,1
00-11-101-1-1,1
-1-11-1-11-100,1
-100-11-10-11,-1
101-11-100-1,1
1-111000-1-1,0
-100-1-1011-1,-1
1-1-1100-101,1
-10-1-1010-11,-1
-10-10-1011-1,-1
0011-1-1-1-10,-1
010-10-11-11,0
1100-1-110-1,1
0-1-111-1-10-1,0
-10-11-11-100,-1
-10-11-11-10-1,1
011-10100-1,-1
1-11100-100,-1
-11-1-1-1010-1,0
-1100-10011,-1
-11110000-1,-1
010-1011-1-1,1
100011-1-1-1,0
1000-1-1011,-1
1-10-10-11-10,-1
-10-1-1100-11,-1
11-1-1-100-1-1,1
-1-100-111-10,0
1-110-10001,-1
-110100101,0
011-1-10-110,1
0-10-1-1011-1,-1
10000-11-11,-1
-10100-111-1,1
-1-10-110-1-11,0
10-1-10-1011,1
01000-1-111,-1
-1110-1-1-1-10,1
101-1001-10,-1
-1-101-1-11-10,1
1-1100-1-110,1
0-1-11-1-1010,-1
-101-11-1-100,-1
0-1100-111-1,1
1-1-10-11-1-10,0
-1-1-10011-1-1,0
1100-1-1-110,1
11-1001-100,-1
1-101100-1-1,1
-1100-1-1110,1
-11-1-1-10-10-1,0
-1-10-1-1-11-10,1
-10100-11-1-1,1
10-1-1-11010,0
-1101001-1-1,1
-11110-1-100,1
-10011-110-1,1
-1-101-10-11-1,1
-101-1011-10,1
-100-10-111-1,-1
01-11-110-10,1
-110-11-1100,1
-11-11-10-100,1
1-100-1101-1,1
1-10-1-1001-1,1
0-1-1-1-11001,-1
-1-101-100-11,0
0-1011-1001,-1
01100-1101,1
01-10-1-1110,1
-1-1-1-110-1-10,0
0011-11-1-10,1
-11-1100-1-10,1
0-1-1011-10-1,0
-1-10-10011-1,-1
01-10-11-101,1
-100-111100,-1
-1-1-1-1001-11,1
1-1-11-10-100,-1
1-11-1-1000-1,-1
0-1-10-1-1-1-11,-1
10-1-11-1-100,-1
01-101-1100,-1
11-10-10-1-1-1,1
0-101-1-1-1-11,1
-1-10010-111,-1
-1011-1010-1,1
-11-101010-1,0
-1110-10001,-1
-11-1-1100-10,-1
-10011-1010,-1
-11-1-10-10-1-1,1
0-10011-1-11,1
11-10100-10,-1
01011-10-1-1,-1
00-101-1101,-1
-100-11-1-1-1-1,0
-11-10-1-1001,-1
-111001-1-10,1
001-1-1011-1,-1
-1-110-11010,1
0-100-11-111,1
0-11-1-1-110-1,1
-1-10-11010-1,0
-1-10-1101-1-1,1
0101-1-1-101,0
110100-101,1
101-1100-10,0
0-10-1-111-10,1
-100-10-11-11,-1
-1-1-1011-1-10,1
01-1-10-10-11,1
-1100-1-1-1-1-1,0
01100110-1,1
01110100-1,1
-110001-11-1,1
-1-1001-11-1-1,0
-11-1-10-1-1-1-1,1
101-1-1-1010,0
011-1-10100,-1
-10-1-1-1-1-11-1,0
1-1-100-10-11,1
-10100101-1,-1
10-10-1-10-11,-1
00110-1-1-1-1,1
-101-11-1010,0
01-111-100-1,1
-11-1-1-10100,-1
-10-10110-11,1
1-1-1101-100,1
-1-10010101,-1
0-1-11-11-1-10,1
-1-110-110-10,1
0-1-1-1-11-1-10,0
01-1100-1-1-1,0
-1010-111-10,1
010-1-1-11-10,1
-10001-1011,-1
-11-1-10-110-1,0
0-1-101-11-1-1,0
-1000-11011,1
1-11-10-10-10,-1
-10110-10-11,1
-10-101-11-1-1,0
1000-111-10,0
-1-11-1-1-1001,-1
100-10-11-11,1
110-101100,0
001-11-1-10-1,-1
1001-1-1-110,1
1000-11-1-11,1
10-1-100-111,1
10-1011-100,0
-110-1-1010-1,0
0-1-111001-1,0
11-11000-1-1,1
0-101-1-1-101,0
0-100-111-1-1,0
010-101-11-1,1
1011-10-1-10,0
-100101-110,1
0-111-1-1-1-10,1
001-10101-1,-1
10101-100-1,-1
1010-1-11-10,1
1100-11-1-10,1
-11-1-10-1-1-10,1
-111-1010-10,1
-1-1-1100101,1
10100-1110,1
1-100-1-101-1,-1
-10-110-10-11,1
01-10-101-1-1,-1
-11-1-1-1100-1,1
-1-1010-11-10,-1
1-1001-11-10,1
00100-11-11,-1
-1-10-10-1-1-11,0
01-1010-1-11,1
01-1-1101-10,1
-10110-1010,0
-10-1-1-1-1110,1
-11-1-110001,0
1-1-1-11000-1,-1
0-1-11-11100,1
1-11-101-100,1
-101-1-10-1-11,1
-11-10-101-10,1
-10-1-1-110-1-1,0
0010-11-1-1-1,-1
100-1-1-1110,1
-1-110-10-101,-1
11-1100010,1
-1-11110-100,1
010-1-1-1-110,-1
-10-101-1-1-11,1
011-10-1-1-1-1,1
-1-110-1-1001,-1
0-11-1-11-1-10,1
10-11-1100-1,1
0-1-1-111100,-1
1-1-1-1-1-100-1,1
1010-1-101-1,0
0-10-11011-1,1
1-1100-101-1,1
11-1-10-1-1-10,1
00-1-1-11-101,-1
-101-1-10-11-1,0
-1010-1-1-110,0
1-1-11-1-1-100,1
-1-100-10-111,-1
1-10001110,0
1-100-10011,-1
1-111-10-100,1
0111-1-100-1,1
-1010-11-10-1,-1
1010-101-10,-1
1-1-1-10-1-1-10,0
-110-101-1-1-1,1
-1-1000-1-111,-1
-100-1111-10,1
010-101-1-11,1
-10010-1110,-1
-1-11-1-10001,-1
0-110-1-1-110,1
101-11-1-100,1
1-1001-1-1-10,0
0-1-1-11-10-1-1,0
-1010-1-11-1-1,1
-1-100-1101-1,1
-1-1001-11-10,0
-1110-10-10-1,-1
-1-11-1-10-10-1,-1
-1-1-100-1101,1
100-11001-1,-1
1-1-1-10-10-11,1
-101-10-1-110,0
0-1100-1-1-11,-1
-1-1-1-111-100,1
-100011101,1
100010-11-1,-1
11000110-1,0
-1-10-1110-10,-1
1-1-1-1-10-101,1
00-1-11-101-1,1
-101-11-1001,-1
101-100-110,0
-100-1-1-1101,1
-10-1-10-1110,0
1-10-10-110-1,-1
-11101000-1,-1
10001-101-1,-1
10-101-1010,0
1-1-10-1-1-10-1,-1
00-1110-11-1,1
-1-11-1-1-100-1,-1
100-11-1-10-1,-1
0100011-1-1,0
-10-10-111-10,0
0101-1-11-10,1
1-100-101-11,1
0-101-1-10-11,1
011-1-10-10-1,1
00-111-101-1,1
1011000-1-1,0
-101-11-10-10,0
10-1001-1-1-1,0
01001-11-1-1,0
-101010011,1
-10001-1101,-1
-1-10011010,-1
010010-1-11,-1
0011-1010-1,-1
0110-10-11-1,1
-1-1001-1011,1
1-11-1-10100,-1
-101001-11-1,0
0-111001-1-1,1
1-10100-101,-1
11-100-1001,-1
00-110-1011,0
-11-10-11010,1
1-11-10-1100,1
01-1010101,0
-100011110,1
-1-101001-11,-1
11-1-101-100,1
1101-10-10-1,1
10011-10-10,-1
-1010-1101-1,1
-100-101-11-1,1
-100-1-1-1011,1
-101-1-1-1001,-1
1-1001-1010,-1
1-1001-1-1-1-1,0
11000-1110,1
01-1-100-11-1,1
-10-1-1-10110,1
10-1-10-1-11-1,0
-1-1-1-1-11010,1
01-1-100-111,1
00-1-1-1-1-1-11,-1
-1-101-1-1-110,1
-1001-10-111,1
-1-100-1-111-1,1
01-11-11-100,1
-1-10-11-10-11,1
11-1010100,1
10-1010110,1
11010-1-10-1,1
-11-100-1-1-11,1
0-111-1-1010,1
-101-10-1011,0
-10-11-11010,1
-10-1-1-1-1-1-11,1
-1110-1-1-10-1,1
100-1-1-11-1-1,-1
-1-11-1-1010-1,1
-100-110101,-1
0-10-1-11-11-1,1
-1-100-111-1-1,0
100-11-1010,0
100-10-111-1,-1
-1-11-10001-1,0
-1011-100-11,0
-10100-1-11-1,0
10-1-111-100,1
0-11-11100-1,1
-10-1010011,-1
-10001-11-1-1,0
100-1-11001,-1
-1-1-10-11-1-1-1,0
10-1-100011,1
0110-10-110,-1
1-1-11-100-10,1
10-10-1-1-110,0
10001011-1,1
1-100-1011-1,1
-1-1-10-10-11-1,-1
1-1-1-11-100-1,1
01-1101-10-1,1
-1-100-11011,1
-111-1000-11,1
-1-1-10101-1-1,-1
11001-1-100,1
1-1-1110-100,1
-1-1-11100-10,1
-10-1-1011-1-1,1
0110-1-11-10,1
0111000-1-1,0
-101110-10-1,0
1010-10-1-1-1,-1
10-11100-1-1,1
-1-1001-1-1-1-1,0
-11-1-1-10001,-1
-100-1-1-1110,1
-100-11011-1,1
-1010-101-1-1,-1
-111-10-1-10-1,0
-1-1-101100-1,1
-1-1-11-11-100,1
00-11-1-1110,1
00-111010-1,-1
10-1-101-110,0
00101-1-1-1-1,-1
0-11-1-101-1-1,1
01-1010-1-1-1,-1
-11001-1-101,0
011-100-11-1,1
-11000-111-1,1
-1-10-1-1-1011,1
011-1100-1-1,1
100-1-1-110-1,-1
-1-10001101,0
0-1-11100-1-1,0
10-1011-1-10,0
11-101000-1,-1
1-1100-1-1-1-1,1
01-11-1-1100,1
-10-1-1-11010,0
0-11-1-10-1-1-1,0
-1-1-1-1-10110,1
001011-1-1-1,1
101-100-11-1,1
0-11-10101-1,1
101110-100,1
1101-1-100-1,1
-11-1011-100,1
1-1-1100001,1
0111-10-10-1,1
1010-10110,1
10-1-10-10-11,1
11-1001100,0
-1-11-101010,1
0-1011-101-1,1
0-1110-1-1-1-1,1
0-101-1-110-1,1
-1-10010011,-1
101-1-101-10,-1
-11001-1-10-1,0
-1-1-1110010,1
0010-101-11,-1
-1-1-10-11-1-10,0
011-1-1-1001,1
1010-1-1-10-1,-1
100-1-1-1101,1
1-1-1-10-1-1-1-1,0
010001-111,1
-11010010-1,-1
1-1-1-10-1001,1
011-1-10-101,1
00-1110-1-1-1,0
01-100-1-1-11,1
0-1-11-1-11-10,1
-10-1-11-1-10-1,-1
01001-1-1-1-1,-1
001-1-1-1011,1
0011-110-10,-1
0-11-1-1100-1,-1
-1-1-1-10-1-101,0
-1-11-10100-1,-1
1-1100-1-1-10,-1
-1-11-11-10-10,1
11-100-110-1,1
0-1011-1-1-1-1,1
-101-10101-1,0
-1101-110-10,1
10-1-1-1-1100,-1
00111-1010,0
1-1-10-10-1-1-1,-1
-1001101-1-1,1
11-1010-100,-1
0-1-1-1100-11,0
11-110-1-100,1
0101-110-1-1,1
0-101-110-1-1,-1
-11-10-1-101-1,1
-11-1-10-1001,-1
1-1000-1110,0
-10-11-11100,1
1-110-110-10,1
01100-1-1-11,1
-101-1001-11,1
-1000-11110,0
11-10-1-1100,0
-1-11-1-100-11,1
00-111-10-11,1
-10-1-11-1001,-1
-1-1-1001-110,0
-1-11100001,0
-101010-110,-1
-1-1-1101-1-10,1
-10110-1-110,1
001101-1-1-1,1
001-110-101,-1
1-110-1-1-10-1,-1
1-1-1-1-10100,-1
1-1-1-1-100-1-1,0
01-1001-1-1-1,1
0011001-11,1
-10-1-11-1-101,-1
100-1-11100,-1
1100-1100-1,1
-1011-11-100,1
01-1-1-1100-1,1
-111010-100,-1
0-111-1001-1,0
-1110-10-101,1
11-1100-10-1,-1
001-1-10101,-1
0011-1001-1,0
110-100-1-11,1
0101-1-1100,1
00-10-1111-1,1
1-1011-1-100,1
-11-1-10-101-1,1
-11-10-1-10-1-1,-1
-1-1110-10-10,1
-10-10-11110,1
-10110-101-1,0
-1-11-10-110-1,1
-1-10110001,-1
-101110-1-10,0
-1-11-100-110,1
10-1011-10-1,0
0-10110-1-1-1,1
-10-1-1101-10,-1
-1-1-1-1-11100,1
-10-1-11-1-1-10,0
-11-10100-1-1,-1
01-110-10-11,1
0-11-10-1011,1
0-11-10011-1,1
10-1-100-1-11,1
0100101-11,0
0-101-10101,0
101-10-1-1-1-1,1
10001101-1,0
-110-11-1-1-10,1
0-11100011,0
1-1101000-1,-1
0110-1-1-110,1
10-100-11-11,1
10-10-10110,1
1-101-10-101,-1
1-1-1-1-101-10,1
110-10-11-10,1
-1-11-10-1-101,1
-1-1-10-1-1110,1
1-1-1-110-1-10,1
-11-1-10-1-10-1,0
0-1011-1100,-1
110-101-10-1,1
101-100011,1
11000-11-10,0
11000-1-101,1
1000-1011-1,-1
-10-11-10-110,0
-111-1-10-1-10,-1
-100011-1-1-1,0
11-10-1100-1,1
-1101-1-1001,1
-11-10101-10,1
-101110001,0
1-1-11-10001,1
-11-1-100-101,0
0-1-1001101,-1
01-1-1100-1-1,-1
100-110-11-1,1
-1-1-1-1100-11,0
-1-101-101-1-1,1
001-1-111-10,1
-1-1-1-1-1100-1,-1
-1-1-1010110,1
110-11-1-100,1
01-1-1-1-10-1-1,1
-111100001,0
-111-100-110,1
-100-11-1-11-1,1
010-1-1-1-1-1-1,0
1-100-10101,-1
-1-1-110001-1,0
-11-1100-101,0
-10-1011-101,-1
100-1-1-10-11,-1
0011-101-10,-1
01-10-1-1-110,-1
-10011-1001,-1
0110-10-1-11,1
00-11-11010,-1
-1011-10-1-10,-1
0-1-1011100,-1
-10-10-1101-1,0
10-10-101-11,1
0-11001-11-1,1
-1-110-11-10-1,1
0111-10-100,1
-10001-11-11,1
10-110001-1,0
1-1-1-1010-1-1,1
1-11100010,0
-1-11-110001,0
01-1011-1-10,1
001100-1-11,0
0-11-1-10-110,-1
-1-1-1-1-101-1-1,1
-1-101-1-110-1,1
01-10-1-1101,0
0-1-11-110-10,-1
0011-10110,1
-11010-1100,-1
1100-101-1-1,1
-11-1-10100-1,1
110-10-1100,-1
-1-100101-11,-1
0-10-11-1101,1
110-1-1-1-10-1,1
-110101-10-1,1
11-1-1001-10,1
0-1-1-1-1-11-1-1,1
0111000-11,0
100-1-1011-1,1
-1010-10-11-1,0
100-1-11-101,1
0-10-111100,-1
1-1010-1-110,1
0-11-1-11-100,1
-1100-10-111,1
1-1-100-1101,1
00-11-11100,-1
-1-101-1-1-1-1-1,1
01-1-1-10-101,0
110001-110,1
00-1-11-1-110,0
1-11-10-1001,1
-1-11011-100,1
-100-1-10-111,-1
1-100-1-11-1-1,1
00-1-111010,-1
10010-1-1-11,1
1-1101-100-1,1
10001-1-11-1,0
10-1-1-1-10-11,1
0110-11-10-1,1
00-101-1-1-11,1
00-11-11001,-1
1-10-10-1101,1
-100-110-11-1,1
-11-101-1-100,0
-100-1110-1-1,-1
-1011000-11,0
-1011-1-1-10-1,1
11000-1-1-1-1,1
-100-110011,-1
-1-110-101-10,-1
1-1100-1001,-1
-10-1-1110-1-1,0
0101-11100,1
00-1-11110-1,1
-1-1001110-1,0
1100-10-1-1-1,1
0-11-110-1-10,-1
-1-1-1001110,1
010-101101,0
-10-1001-11-1,-1
-11001-1001,-1
-110-101-110,1
1-1000-1101,1
-110100-1-11,1
01-1-1-11010,1
-1111-100-10,1
00-11-1-11-10,1
-101100-1-11,1
-101-11100-1,1
-1-11-101-10-1,1
1-11100-1-10,-1
100100-11-1,-1
-10-100111-1,0
01-1-1-1-1-110,1
010-1-1-11-1-1,1
110-1-1100-1,1
-1-10-1-1-1-1-11,1
0100-1-1110,-1
0-1-1110100,-1
010-1-1110-1,0
0-101-11-1-1-1,1
1-1-1-1-1-1-100,-1
