board_state,score
-1-1-1-11-1-110,-1
11-1001010,-1
1-1-1-1-1-1001,-1
1-11-1-1-1-1-10,-1
-110-1110-1-1,-1
0-1-111-1010,-1
110-1-1-10-11,-1
11-1-1-1-1-1-10,-1
0-1010-111-1,1
-110-1-1-1-101,-1
00-1-1011-11,1
1100-1-1-11-1,-1
-110101100,-1
-1011-110-1-1,-1
0101-1-1101,0
-11-1-100-111,0
10-111-100-1,-1
0011-1110-1,-1
-1-1-1-1-1-1-1-11,-1
0-10-111-110,-1
-1-1011-10-11,-1
-11-10-1-1-11-1,-1
-10-1-111010,-1
010-11-11-1-1,-1
01-1011-101,0
-11100-101-1,1
0-1-1110-11-1,-1
-1-100-11-111,-1
0-111001-11,-1
11-1101-100,-1
-11001-11-10,0
00111-1010,-1
-10-11-111-10,-1
10-1-1-1-11-1-1,-1
-11010110-1,-1
0-111-1-1100,-1
1-1-1-1-10101,-1
-111-10-1001,-1
10-1-1110-1-1,-1
-1-10011110,-1
-1101-1-1-110,1
1001-11-1-10,-1
-1100-11101,0
011-1-1-1-101,-1
-1-11-11-1010,-1
-1-111-10100,-1
1-1-1-1001-11,-1
0-11-10-1-111,-1
1-1-10-1-1-101,-1
1100-11-10-1,0
1000-111-11,-1
-1-1-1-1-1-1-110,0
10-1110-1-10,0
1-1-101-110-1,-1
01010-111-1,-1
-10-11-1-1101,-1
-11-1100-110,1
1-10-101110,-1
1-101-11001,-1
01-1010101,-1
-10011-1-110,1
11010-1-101,-1
1-11-10-1001,-1
-11-10-1-1110,-1
-11-111000-1,0
-1-1110-1-10-1,1
-1011-10-101,-1
-10-11001-11,-1
-1-1-10-11-110,0
-11011-1-10-1,-1
1-1-1-110010,0
-1-10011011,-1
-1-1-11011-10,-1
1-1-101100-1,-1
-1001-111-10,-1
1-1100-101-1,-1
11-1-100-11-1,1
01101-1-101,-1
0-10110101,0
-11-101-1-101,-1
0111-1-1-10-1,0
01-11-1001-1,-1
0-11-1-1-11-10,-1
-1-1-101110-1,-1
11-1001001,-1
-10-11-1-1011,0
1-1-1-10-1-11-1,0
1-10-101-1-1-1,0
01-11-1-1-101,-1
1-10-11-11-10,0
-1-1101-10-1-1,0
00-110-11-11,1
-1-1-1101-1-1-1,1
-10-1110011,-1
-1001-1-11-11,-1
00-1-110-111,0
-110-11-10-11,-1
-111-100011,0
-11-101-1-1-10,-1
1-101-11010,-1
-11-1-1-10011,-1
-11-11-100-11,-1
10-1-1-10110,-1
0-11-11-1-10-1,-1
-1-10-1-111-10,0
-1101-10011,-1
-1101-1-101-1,-1
-1-1-100-11-11,0
10-1-1001-11,1
1-11-110-100,-1
0110-10-1-11,1
01-1-111100,-1
1-1001-1110,0
001-1-1-1110,-1
011-1100-11,0
1-1101100-1,-1
010-1-1-111-1,-1
0-1-110-11-11,-1
10-1-111-1-10,-1
-101101-1-10,1
10100-1-111,-1
01-10-111-10,-1
-110110-10-1,0
1-1-10110-10,0
-11-1110-100,1
-11-1-1110-10,-1
-1-110-1-11-1-1,-1
-101-1-11010,0
1-1-100110-1,0
110-1-10-1-11,-1
-1-101-1-110-1,-1
1-101-1-10-11,-1
-1-1-1-11-110-1,-1
00-101-11-11,-1
-1-10-1-1-1-111,-1
10101-1-1-1-1,-1
-10-1110101,-1
1-10-1-1-1-1-1-1,0
1-11-10-1-1-10,-1
-1-110110-10,1
-101-1110-10,0
110-1-1-1-101,-1
1-1-1-1-11001,-1
001-111-110,-1
010-11110-1,-1
1001-1-1-101,-1
-100011110,0
010-1-1101-1,1
-11-1-1-10110,1
1-11001100,-1
1-1-1-1-1010-1,-1
-101-10-1-1-11,0
1-1-1-10101-1,-1
00-11-11011,-1
-10-1-1-11110,0
-1-1100101-1,-1
11-10011-10,-1
110-11-100-1,-1
0-1110110-1,1
-101-11-1001,-1
-11-1-10-1011,1
10-10-110-11,-1
-1-1-11-10-110,-1
-110100101,-1
-110-110101,-1
-1100-11-101,0
-1-1-1101-101,0
1-1-1-11001-1,-1
-101-1-11-1-1-1,-1
11-1-1-10-110,-1
1-100-11110,0
-110-1-1-1-1-11,-1
01-10-10-111,1
0-10110-11-1,1
-1-1100-1011,1
0-1-1-1-101-11,-1
-111-1-1-1-1-10,-1
00-11-1-1-111,-1
110-10-1110,0
100-11-110-1,-1
1-10-1-1-101-1,-1
-1-1-1110100,-1
-101-10011-1,-1
0-10110-1-11,0
110100-101,-1
1-10-1-1-10-11,-1
-110-1011-10,0
01-1110001,0
0-1-10101-11,-1
-1-1-101-10-11,-1
-1-1-1001101,0
1101-1-100-1,1
-1100-11110,-1
-1-10101-1-11,1
10-1-1-111-10,-1
-10111001-1,0
-1-10101-11-1,1
-10-101110-1,-1
1-1-1-1-1-1-10-1,-1
0-10-1-1-11-11,0
01-11-1-1-110,-1
-100-1-1111-1,-1
-110-1100-11,-1
101-1-1-1001,-1
1100-1101-1,-1
1-100-110-11,-1
1-1-1-101010,0
1-110-10011,-1
-1-1-1-101-1-1-1,1
110-11-10-10,1
10-111001-1,-1
-101-1-11100,-1
-11-1-100110,1
-10-1-1-1011-1,-1
-1-1-1011001,-1
1101-1-10-1-1,1
-11-1001011,1
-11-10-1101-1,-1
0101-10-11-1,-1
-101010-111,-1
110101-100,-1
0-11-11-1001,0
11-101-10-10,-1
-1110-1-10-11,-1
01-1110-1-1-1,-1
-1-1-110110-1,0
-11-100-1011,1
11-110100-1,1
1-1-1-10-11-10,-1
0-1-1-1-11-1-11,-1
10-1011-1-1-1,-1
-1101-10-101,-1
-11-1-111-100,-1
0-1-110-1-111,-1
-1101-1-11-10,-1
01-1-10101-1,1
-11-1101-1-10,1
-1-1-1-11010-1,-1
0-10-1111-10,-1
10-1100-11-1,-1
1-11-1-1001-1,-1
11-1100-10-1,-1
-1-111-1-1001,-1
10-1-110-11-1,-1
11010-1-10-1,-1
101101-1-10,0
1-101-1-1-10-1,-1
01-10101-1-1,-1
-1-11-10-1011,-1
0-1111-1001,-1
101110-10-1,-1
-1000-1111-1,0
1-110-1-1100,-1
-10-111-101-1,-1
-11110-1001,-1
0-1110-1-11-1,-1
010-1-11-1-11,0
1-1-1011010,-1
01-1-1-1-1-110,-1
-1011-11010,-1
10-1-110-110,0
1-110010-1-1,-1
011010-1-1-1,-1
0-111-10101,-1
01011-1001,-1
1001-1101-1,-1
01-1011-1-1-1,-1
010-11-10-11,-1
101-10-11-10,0
0-111-101-10,-1
11001-11-10,0
1-1-101-1-1-10,0
001101-1-1-1,1
11-10-10-1-1-1,-1
-1-11011-1-10,-1
10-1-1-1-1-101,-1
-10-10-11-1-11,-1
11-10-101-10,1
011-110-1-1-1,-1
-11-1-11-1-10-1,0
01-1-11010-1,-1
0-11110-101,-1
1-101-10-101,-1
-1100-1-11-1-1,0
-1-11-1-1-11-10,-1
-101-1-11-10-1,-1
-1-11110-10-1,-1
010-1-11-101,0
-1-1101100-1,1
1-1-10-1-1011,-1
10-110-1-11-1,-1
-111-1-1-1010,-1
0-1-11001-11,-1
-10-1-110110,-1
-1-10-1-11-1-1-1,0
10-1-10-1-11-1,0
1-1-1-100101,1
01-10-1-1-1-11,-1
1100-1-11-1-1,0
00110-1-111,-1
-11-1-10101-1,1
01010-11-11,-1
-1010-111-10,-1
101-11-1-10-1,-1
0101-10101,0
-10-1-101011,-1
11-1-1-10-1-1-1,-1
-1010-11-1-1-1,-1
-11-1-1-1-11-10,-1
1-1-1-1-10-1-1-1,-1
-1-1001-1101,-1
1-1-100-1101,1
1-110011-10,-1
-1-111-1-1-10-1,-1
-11-110100-1,1
0111-101-10,-1
11-1-1-100-11,-1
-1001-11-1-11,1
0-10-1-11110,1
-11-11-1-1-10-1,-1
10001101-1,-1
-1-1-1-1-101-1-1,-1
-1000111-11,-1
-11110-10-10,1
-101-10-1110,0
0-1-1101-101,0
1-110-1-1-1-1-1,-1
-1-10-11-110-1,0
-1-1110010-1,0
1-1-10-11-1-1-1,-1
101-100110,-1
-110-1-1-1110,0
0-1001-111-1,-1
0-1110-1-1-1-1,0
0-1-1-1110-1-1,-1
0011-10-111,-1
101-1-10011,-1
-1-1-11-1100-1,1
0-1-111-11-10,-1
1-110-110-1-1,-1
11-101010-1,-1
10010-1-11-1,-1
-111-1-10-101,-1
101010-1-1-1,-1
1-11-10100-1,1
0-1-1-1-1101-1,1
11-100-110-1,0
-110110001,-1
-11011010-1,0
-1-11-11-1-1-10,-1
-1-1-1-1-11001,-1
1-10-10-1-1-11,0
-1-1-1-111-10-1,-1
-11-110001-1,0
10-1-11-1-10-1,-1
1-110-1100-1,-1
1-1-10-11-101,-1
1-11-10-1010,-1
0-111-1-101-1,-1
0-11-110-1-1-1,-1
00-1-11-11-11,-1
0-1-1-1-11-1-1-1,-1
0110-1-110-1,-1
1-1101-10-1-1,-1
-11-1-1-10-11-1,-1
-100101-111,1
-1-101-1-10-11,-1
01-1-1-10-1-11,0
01-1-101101,-1
101-100-11-1,0
11-10-11-10-1,-1
-1-11110001,-1
-10-1110-11-1,0
-10-11-11-101,-1
-10-10-111-1-1,-1
-110-110-101,-1
-11-1011100,-1
-11-11-1-1010,-1
0111-1-1001,-1
-1-1011-110-1,-1
101-1-1-10-1-1,0
-110-10110-1,0
0-101-1-1101,0
1-1-10-101-1-1,-1
1-11-1-1-1-100,-1
0-1001-11-11,0
11-1-1-100-1-1,-1
0011-10011,0
-1-1-101-1101,-1
0111100-10,-1
010110-1-1-1,0
1-1-1-1-11-100,-1
01-1-1-11-1-10,1
0110-11-10-1,-1
10-1010-11-1,-1
1-1011-10-10,1
-1001-1110-1,1
-110-1-10011,-1
0-11-1011-1-1,-1
-1-10-101-1-11,1
-11001-1-1-11,-1
10-1001-111,-1
0-11-1-10101,-1
01-11-100-11,0
-1-1-1-1-1101-1,-1
11000110-1,0
-1-100-11-1-11,0
-1-1-1-1-1-11-10,0
00-1-1111-1-1,-1
1101-1-1010,1
0011-101-11,-1
11-1-1-10-101,-1
1010-1-110-1,-1
01-1110-1-10,-1
1-1-1-1-1-1-110,-1
100-11-1-11-1,-1
1010-110-1-1,-1
01011-10-11,-1
-1110-1-11-10,-1
-1101-1-1-1-1-1,-1
1-1-1-10-1-101,0
-11-11000-11,0
-11-1-110100,-1
011-110-10-1,-1
0111-10-1-10,-1
10-1-111010,-1
-110-1-1110-1,-1
-1-1-111-1010,-1
1-1011-10-1-1,-1
011-1-11010,1
-11-1-1-1100-1,-1
1-11100001,-1
1100-10-11-1,1
-1-1-10-11011,-1
-1-1-1-1-11-10-1,-1
-100-1-11-1-11,1
10-1-1-101-11,-1
-101101-110,0
-100-1-11110,0
-11-10-11-10-1,0
01-111-1-1-10,-1
010101-101,0
0-1-1-1-1-1011,1
-100-111101,-1
0-1-1-11-1-101,0
00-1110110,-1
11-1-1-1-1100,-1
1011010-10,0
1010110-1-1,-1
100-111-1-10,-1
1000111-1-1,-1
-110-10011-1,1
-110-10-1-1-11,0
-111010001,-1
00-1-1101-11,-1
-1-10-11-101-1,-1
-1-11001-1-1-1,-1
-10-1-11-1101,-1
101-100-111,0
011-1-11-10-1,-1
-1-101-1110-1,-1
-1-10-1101-1-1,0
-110-1101-1-1,-1
-1-1-1110010,0
0-1-1-1-111-10,-1
-11-10-1011-1,-1
0-11-100-111,0
0-1-1110-1-1-1,0
110-101-1-10,0
10-10-1-1-1-11,-1
101-10101-1,-1
1-100-1-1-1-11,-1
0-1-1-111-110,-1
-10-10-11101,-1
-1110011-10,-1
-10-11-10110,-1
011001-1-1-1,1
1010-1-101-1,-1
-10-1-1110-1-1,-1
-1100-11-1-11,0
-10-1-1011-1-1,1
00-1-11101-1,1
0-10-11011-1,1
1-1110-10-1-1,-1
00-1-1-111-11,-1
1-100-1-1011,-1
-1111000-11,-1
11-111000-1,-1
-10-1-1101-11,-1
01-11-1-1001,-1
-11-1-1101-10,-1
1011-110-10,0
-100-1-11011,1
010-111-10-1,-1
-1001-1-1-11-1,-1
-111100-110,-1
0-1-1011-101,0
11000-1110,0
0-11110001,0
-1-1-101-110-1,-1
00-11-11-1-11,-1
1-11010-110,-1
-11-10-10101,-1
-1101100-1-1,-1
-10-1101-1-11,1
-1010-1-111-1,-1
-10-11-1-1110,-1
-1-1-1001110,0
0-11-1-11100,-1
-1100-1-1-11-1,-1
-1-111-101-10,-1
-11-11-1001-1,-1
10-1100011,0
1-1-1011-1-10,0
1-10-1-11-1-10,0
1-110-10101,-1
-11-11-1-1-1-10,-1
-111-101-100,1
1-11-101-10-1,-1
001101-11-1,-1
11-1-11-10-10,-1
011-1-11100,-1
-11101-100-1,1
-101101010,0
101-110010,0
100-10-111-1,-1
-1-10-1101-11,-1
1011-10-1-1-1,-1
-101-1011-1-1,0
-1-101-10-11-1,-1
1001-10011,-1
10-10-1-11-1-1,-1
011110-1-10,-1
1-101-10-1-1-1,-1
0-10110011,-1
-10-111-11-10,-1
-111-11-1-100,-1
-1-101011-10,-1
1-1-11-100-11,-1
011-1001-1-1,1
-1-11-10-1101,0
1-100-1-1110,0
-110010101,-1
10100-1110,0
-111100-1-1-1,-1
00111-10-1-1,-1
1-10-11001-1,-1
0-1-11-1-10-11,0
100-1-11011,-1
1100-11-1-10,0
11-10-100-11,-1
1-1-111-10-10,0
0-1-11-1-1-11-1,-1
1000-11110,0
-101-101-1-1-1,0
-1-111-100-11,-1
-1-101-1-1-1-1-1,-1
1-10011-10-1,-1
-111-11000-1,0
10-10-11-11-1,-1
011-1-1-10-11,0
0-1-110-1-11-1,1
-11-1011-1-10,-1
0011-1-1-1-1-1,-1
-1-1011-1010,-1
1011-1-1-100,1
-1011001-1-1,-1
-11-10-11001,-1
1-101-10-1-11,-1
0-11-110-101,-1
1-1-10-11001,-1
11-1-10100-1,1
10-1-11-10-1-1,-1
1-1-10-10110,1
1-1-1-1-101-10,-1
0110-1-1110,-1
01-1100011,0
-110001-111,-1
10-101011-1,-1
-11-1010-1-11,-1
-1-1110-10-11,-1
0101-1-1011,-1
1-100-1110-1,0
-1-1-1010011,-1
-1-1-1-11-1-10-1,0
-1-10-101110,0
1-1-1-1-10011,-1
01-110110-1,0
11011-10-10,1
1-10-1-11-101,-1
1-10101-101,1
-111010-10-1,-1
011-1-10-11-1,-1
-101-1100-11,-1
101-110-1-1-1,-1
0101-1110-1,-1
101-1-100-11,-1
-10-11-1-1-1-1-1,-1
-11110-100-1,-1
-110-1-1-1011,-1
1-110-1-110-1,-1
1010-1-1-11-1,-1
01-11-11-1-10,-1
10-1-1-11100,-1
-10-1-11-10-11,-1
0-10-1011-11,0
101011-10-1,-1
110-100-1-11,1
100011-1-1-1,-1
0-11-1-11-1-10,1
-1-110-1-1101,-1
1-1-110-10-11,0
0-110-101-11,-1
010-1-110-11,1
01-11-110-1-1,-1
-1-10110011,-1
110-1-10-1-1-1,1
0-10-1-1-111-1,1
-11-1-1-1-10-1-1,-1
-11-1-1-11001,-1
-101-11-1-1-10,-1
-1-100-111-11,-1
00110-1-11-1,-1
-11-11-1-1001,-1
00-1-1-111-1-1,1
00-1101-1-11,1
1-1-10-11-10-1,-1
-1-1-1-110-110,-1
-1-1-101101-1,-1
101-1-10-1-1-1,-1
-1-101-1-1-110,1
-11-1100110,1
1-1-1-11-1-100,0
-10-10-11011,-1
1-10-110-1-1-1,-1
-1-1-1-1-1-1110,0
1101-10-10-1,-1
-1011-101-1-1,-1
10-10-1110-1,-1
0111-1-1-1-10,-1
-1-1-10-10-111,-1
-1-10-1-1-1-1-11,0
11-10-1-1-1-1-1,-1
01-111-1001,-1
01010110-1,0
-1-1101-1-110,-1
01-1-10-11-11,-1
010-1-11-11-1,-1
11-100-1101,0
110-1-11100,-1
-111-10-1-110,-1
01-1-11-110-1,-1
-1001-10-111,-1
-1-1-1-11-1-1-1-1,0
-1-1-1-110011,-1
-10-111-1-1-10,-1
-1-1-1-1-11-1-10,0
1010-101-1-1,-1
100-101-1-11,1
0-11-11-1-1-1-1,-1
1-1-110100-1,1
-10-11-11-1-10,-1
-1-1110-1010,0
1-11-1001-10,-1
11-1001-1-10,-1
1-10100-111,-1
-11-1-1-1010-1,-1
11-1100-110,-1
-101-111010,-1
01-1-1-10011,0
1101-1001-1,1
-111001-110,-1
0111-10100,-1
-1-1-1110-1-10,0
-1100-1-111-1,-1
-11001-10-11,-1
-1-1100-1-1-11,-1
-11010-110-1,-1
-1-11110-1-10,-1
01-11100-1-1,-1
1-111-1-100-1,-1
-11-1-11-100-1,0
-100-1-11-111,-1
-1101011-10,-1
011011-100,-1
1-1-10-10-111,-1
01100-1101,-1
01-1-1-1-11-1-1,-1
-10-1-1110-11,-1
100-10111-1,-1
1-1-1-111-100,-1
0-1-1-11-1011,0
-1110-1-1-1-1-1,-1
01-1-1110-1-1,-1
-101-1-1-1-1-1-1,-1
1-1-11000-11,0
0-1011-110-1,0
10-1100-111,-1
100-10-11-11,-1
010-101-111,-1
-11000-11-11,0
100-111100,-1
0-1-11-10-1-11,0
-1-1110100-1,1
1100-10011,-1
10-1-10-11-11,-1
-11010-1110,1
-1-11-110010,-1
-1-1-11010-1-1,1
-100-1111-1-1,-1
01110-1-10-1,0
1100-1011-1,1
-1-11-10-11-10,0
-1-10110-1-1-1,0
-111-1-1-1-10-1,-1
-1-11010-1-1-1,-1
1001-11001,-1
0-10-11101-1,1
1-111-10-1-10,-1
0-10-1-1111-1,-1
-11-1-1-1-1100,-1
-1011-1010-1,-1
-1-1-1011-101,-1
-1-1-10-11-1-11,-1
-11-1-10-1-1-11,0
10-11-1-1-1-1-1,-1
-11-1-101-1-10,1
-11-10101-10,-1
-1-10-10-11-11,-1
110100-1-11,-1
-1-101011-1-1,-1
-1-1010-1110,1
10011-1010,-1
1-10-1-111-10,-1
11-10-10011,-1
01-1-1-1-101-1,1
-1110-10-1-11,-1
-100110-111,-1
-10-1011-11-1,0
-10-1-1-1-11-1-1,-1
-1-101-110-1-1,-1
-101-1001-11,1
0-10-11-1-111,-1
1-1-1-1-1001-1,0
-1-1100-1101,1
-1-1-1101-1-10,1
1-1-100-1-1-11,0
0-110-1-1-1-11,-1
0011-1-101-1,-1
-1-1-1-1011-1-1,0
-11-1-1011-10,-1
10-1-110110,-1
01-10-1-1-111,-1
01-11001-11,-1
-10011-110-1,-1
0011-1-11-1-1,-1
11011-1-100,1
0101011-1-1,0
110-1-11-1-10,0
01110-10-1-1,0
0111-11-100,1
1-1-1-10-1011,0
1-1-1-1-1-1100,-1
-1-10-1110-11,-1
1-1-1-1-10-101,-1
011-1-1-1010,1
0-1110-1-1-11,-1
0-11-1-1-1-11-1,-1
1-10-111-100,0
0-1-1-11-11-1-1,-1
0-1-1-101-111,-1
-101-11001-1,0
1-1-1-100-11-1,1
11-11000-11,-1
01-11-101-1-1,0
00-1-11-111-1,-1
-11100-1011,1
-1-1-111-10-10,0
10010-1-111,-1
0-100-111-11,0
1-1-11-1-1-1-10,-1
0100111-10,-1
-1-11-1-1001-1,0
00-1110-111,0
-1-1-101-1-1-1-1,0
110-1110-10,-1
1010-11-1-1-1,-1
11-11-10-100,1
01-1110-10-1,0
1-1-1001-110,0
-1110-10-1-1-1,-1
0-11-1-11010,1
11-1-100-110,1
101-11-100-1,-1
11-100-10-11,1
0110-1011-1,-1
-11-11010-1-1,1
-111-1000-11,0
-1100-1-1101,0
11-1-10-11-10,-1
1-1-1100-110,-1
01-101-11-1-1,-1
-11-110-1-101,-1
01111-100-1,0
11-11-10001,-1
0-1101-1-1-11,-1
-1-1-1100-111,-1
0111-1-1100,-1
0-1011-1110,1
0-11-1-111-10,-1
-1-1-1-110-101,-1
0-1-10-1-1-111,-1
101010-11-1,-1
0110-10-111,1
1-110-1001-1,-1
10-1-1101-10,-1
1-111000-11,-1
-111-1-1100-1,-1
0-110-11-1-1-1,-1
-11-10-110-11,-1
100011-11-1,-1
1-1-11010-10,1
-10-111-1-110,-1
1-1000-11-11,0
-110011-101,-1
10-1-101-110,0
-11-11-10010,-1
-11101-1001,-1
0-1101-1-101,-1
100-111-1-1-1,-1
1-10-111-10-1,-1
10-1110-1-1-1,-1
-1101-1010-1,0
01100-1-1-11,1
011-10-1-1-1-1,1
011-1-1-1-10-1,0
-1-10110-11-1,-1
01-1-1-1011-1,-1
-1-1-11001-11,-1
100-1-1101-1,-1
-1-1-11-1-1-101,-1
-1-11-110-1-10,-1
-10-1-10-111-1,-1
00100111-1,-1
-1-111-10010,-1
-1-1-11-10-101,-1
1-10-1-10101,-1
0-1-1-1-10-111,-1
-1-1-1-111010,-1
00-11-11-110,1
011-11-1001,0
01-1-1-1-1-1-1-1,0
1100-110-11,-1
-11-11-10-101,-1
110-110-10-1,-1
-11001110-1,0
110-10-1-1-1-1,1
-1110-1-101-1,-1
0011-10-11-1,-1
1-11-100-110,-1
-1011-10011,0
0-111-10-1-1-1,-1
-1-1010-1-11-1,1
11-10-1-1100,-1
11-10-1010-1,-1
00-10-11-111,1
1100-11-110,-1
-1-1-1-1001-11,0
-11-1-100-1-11,0
-1101-1-10-11,-1
-101-101110,0
011-110-1-10,-1
1-100011-1-1,0
-111011-100,-1
01-11010-11,-1
11-1-1-1-10-1-1,-1
1-11001-10-1,-1
-10111-1-10-1,-1
0-1-1-111-1-10,-1
1-10-10-111-1,-1
-1-100101-11,-1
1-100-10-111,-1
-11011-10-10,1
-10-11-1110-1,-1
-1-10-11-10-11,-1
01001-1-1-11,0
-11010-1-1-1-1,1
100-11-11-10,0
1-10-1-1-1110,0
010-10-1-111,-1
01-10-111-1-1,-1
-11-1110001,-1
0-111-10110,-1
11-110-100-1,1
01-1-1011-1-1,-1
-1100-10-111,-1
-101-1-1110-1,-1
-1-11-1-11100,-1
-10011-1-1-11,-1
11-11-10-10-1,-1
-110-11-1-1-10,0
1-111-1000-1,-1
1-10-1-11-1-1-1,-1
1-1-1-110-1-1-1,-1
-1-1-11-1001-1,0
101011-1-10,-1
-1-10-1-11-110,0
0-1-1-101011,1
-1-1-1-1-11-110,-1
0100-11-11-1,-1
-1111100-10,-1
-1-11-1100-1-1,0
-1-1011-11-10,-1
0-1-11-1-1-1-1-1,0
-10-1-111-101,-1
11-10-1-1-110,-1
011-1-100-11,0
0-1-1-1-11101,-1
-1-1011001-1,-1
10100-11-1-1,1
-1-1-1-1-11010,0
1-1-1100-1-11,-1
-11-10101-1-1,-1
-1-1-1100-1-11,0
0-10-1-11011,1
1100-11010,-1
-1-1100-1110,1
1-101-11-1-10,-1
11-1001100,-1
0110-1-11-1-1,-1
-10-101-1011,-1
1-1-110-1-10-1,1
-10-1-111-1-10,-1
-11-100101-1,1
11-1-110-100,1
0-11-1110-10,1
1-1-10-1-1101,-1
1010-10101,-1
-1-11-101-1-10,1
01-110-1101,0
10-1-1-10-11-1,-1
-1-101001-11,-1
0111-1010-1,-1
10-1-1101-1-1,-1
0-1-110-1101,0
10-111-1-1-10,-1
110-11-1-10-1,-1
001-11-1011,0
001-110011,0
-1-1101-1010,0
110-1-110-1-1,-1
-1-1100-11-11,-1
-1-100-1-11-11,-1
11-1001-10-1,-1
11-1100-101,-1
0-1-110110-1,1
-11-1-1001-1-1,1
10-1-11-110-1,-1
-11-1-1-101-1-1,-1
100101-1-11,1
-1011-10-11-1,-1
-11100-1-1-1-1,1
-1-1-1-1101-10,-1
011-11-1-100,-1
-1-1-1-1-10101,-1
100-101-11-1,-1
-10-1-101-111,-1
10-1-111-100,-1
-110-1-11-110,-1
-11-11100-10,1
0-11-1-1-1-1-1-1,0
00101-1-1-11,-1
-1-100-1-111-1,-1
101-1-11-1-10,0
-11-10100-11,-1
101-1-1-1010,0
1-1-11010-1-1,1
1100011-10,0
-1-110-10-111,-1
0-1-1101101,0
-1001-1101-1,1
10-10-11101,-1
11-1-1000-11,1
0-1-1-1-1-11-11,-1
1000-11-111,-1
1-1-1-11100-1,-1
-1111-1-100-1,-1
10-11-1-1-110,-1
0-11100-111,-1
0-111-1-10-1-1,0
-10-1-11-11-1-1,-1
-1-10-1-110-11,1
00-1-1-11101,1
-1-1-1-101-110,0
-1-1-10110-11,-1
-10-1-1-101-11,-1
-11-110-1-1-1-1,0
101-111-100,-1
-1-11-100011,0
1-11-1-1-1100,-1
00-11-101-11,-1
01-1-11-1001,0
1-100-1-11-11,-1
1-110100-1-1,-1
01011-11-10,-1
-10-1-1-1-1-11-1,0
011-10011-1,1
-10-10-1111-1,-1
10-1-11001-1,-1
10-10-11-110,0
10-1-1-1-1110,-1
0-111-1-10-11,-1
-1100101-1-1,-1
1-11-100-101,1
-10-11101-1-1,-1
00111-1-10-1,-1
-11000111-1,-1
1-10-1-101-1-1,-1
01-11-1-10-11,-1
001-1-1-1-111,-1
1-1-1100011,0
0-1-11-1101-1,-1
0-1-111-10-1-1,-1
1-100-11-1-1-1,-1
0-110011-1-1,-1
-1-1-1-110101,-1
-1-10011-101,-1
0-10-1111-1-1,-1
11-1-100011,1
0111-10-1-1-1,-1
0-1111-1010,-1
0011-10101,-1
-11-1-101010,1
1010-1-1-1-1-1,-1
1-11-10-101-1,-1
110-1-1-11-10,0
-1-1-1-1-110-1-1,-1
-11-1001-11-1,0
1-1-1101-10-1,1
110010-1-1-1,-1
-1-111010-10,1
1-1100-1-101,1
0101-1-1-11-1,-1
0-11011-10-1,-1
01-10011-1-1,-1
1-101-110-1-1,-1
1-1-1-10-110-1,0
-10-11-1-101-1,0
-10-10011-11,-1
101-1100-1-1,-1
1-101-1-101-1,-1
01-1-1-10101,0
-1-1011-10-1-1,-1
1-100-111-10,0
-111-1100-10,-1
-1-11-1001-11,0
1-1100-10-11,-1
10-1-1-1-1-1-11,-1
1-1-1001-1-1-1,0
101-10-1-110,0
1-1-1-1-110-10,0
-1101-10-11-1,-1
0-101-1110-1,0
101110-100,-1
101-11-1-100,-1
-1001-11-110,-1
110-1-11001,-1
1-110-10-1-1-1,-1
00-111-1011,0
-1-1110-101-1,0
0-111-10-101,0
1-10-1-1-1011,-1
011-111-100,-1
-11100-11-10,1
1-1-1-1-1-1010,0
-1-111010-1-1,-1
-1-100-11101,0
1-1001-101-1,-1
-110011-1-1-1,-1
011-100101,0
1-1-1100-1-1-1,-1
-11011-10-1-1,-1
-1011001-11,-1
1-1-1-1-10-110,-1
1-1-1-1-101-1-1,-1
-110-101-101,0
-1100011-11,-1
01-11-1-1-10-1,0
10-100111-1,-1
-111-1-100-1-1,-1
0-101101-11,0
001110-110,-1
0-1-11-10011,0
-11-11-1-100-1,-1
010-1011-11,-1
-1-1011-1-110,-1
-1-10-110101,-1
-111-100101,0
11-10010-11,-1
0-101-11011,1
01-101-1-101,0
-1011-1-1100,-1
011010-101,-1
0-111-1010-1,-1
-111-1-1-1100,-1
-10-110-11-1-1,1
-1-111001-1-1,-1
1000-11101,-1
1-11-1-110-10,0
11-10-10110,1
0-101-1-1-11-1,1
-1111-10100,-1
101-1-110-1-1,-1
01-1-1-1-1110,-1
011-1-110-10,1
11-1-1100-1-1,-1
101-1-11010,0
-111-1-110-10,1
-1-1-1-111001,-1
1-1010-1-11-1,-1
-1-1001-11-1-1,0
10-10-1-111-1,-1
-111100-101,-1
1-1-110001-1,0
-10-11-11-1-1-1,-1
1-10-11-101-1,-1
0-11-10-1101,0
0-1-10-1-11-11,-1
10-1-1-1-110-1,-1
-100-111-110,0
-110-1-10101,-1
0-1-1011-1-1-1,0
01-110-1011,0
10011-1-10-1,-1
1100-111-10,0
00111-1-1-1-1,-1
-1-1-110-110-1,0
10-11-110-1-1,-1
0101-11001,-1
01-1-10-1011,1
-1-111-10-1-1-1,-1
-1001-101-11,-1
0-1-1110-1-11,0
-10-111-1-10-1,-1
-101-1-10101,-1
-11-1001-110,0
0-10-11-11-1-1,0
010-1-111-1-1,-1
0111-1100-1,-1
-1-1-111-1-10-1,-1
1011-10-110,-1
100-1-11-110,-1
-110-1-110-11,-1
